pyClassName,pyPropertyName,pyPropertyMode,pyPageClass,pyStringType,pyTextValue(1),pxUpdateDateTime,pxUpdateOpName,pzInsKey
NFCU-Data-ACCT,ExpiryDate,String,NULL,Date,NFCU-Data-Account:01-01-24,2023-05-31 18:19:16.580,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT EXPIRYDATE #20230531T181916.580 GMT
NFCU-Data-ACCT,Description,String,NULL,Text,NFCU-Data-Account:01-01-01,2020-12-28 21:49:10.053,ronny martinez calderon,RULE-OBJ-PROPERTY NFCU-DATA-ACCT DESCRIPTION #20201228T214910.054 GMT
NFCU-Data-ACCT,ExpirationDate,String,NULL,DateTime,NFCU-Data-Account:01-01-14,2023-02-14 20:42:00.217,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT EXPIRATIONDATE #20230214T204200.217 GMT
NFCU-Data-ACCT,Limit,String,NULL,Decimal,NFCU-Data-Account:01-01-10,2022-12-20 18:55:41.987,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT LIMIT #20221220T185541.986 GMT
NFCU-Data-ACCT,StartDate,String,NULL,Date,NFCU-Data-Account:01-01-10,2022-12-20 18:55:45.580,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT STARTDATE #20221220T185545.579 GMT
NFCU-Data-ACCT,IsFraud,String,NULL,TrueFalse,NFCU-Data-Account:01-01-23,2023-05-12 20:59:34.360,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT ISFRAUD #20230512T205934.361 GMT
NFCU-Data-ACCT,IsChargedOff,String,NULL,TrueFalse,NFCU-Data-Account:01-01-10,2022-12-20 18:55:40.733,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT ISCHARGEDOFF #20221220T185540.733 GMT
NFCU-Data-ACCT,JournalVoucherPageList,PageList,NFCU-Data-ACCT-JV,Text,NFCU-Data-Account:01-01-23,2023-05-15 15:27:17.980,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT JOURNALVOUCHERPAGELIST #20230515T152717.981 GMT
NFCU-Data-ACCT,CreateDate,String,NULL,Date,NFCU-Data-Account:01-01-21,2023-04-12 20:35:55.007,Heenakausar Halli,RULE-OBJ-PROPERTY NFCU-DATA-ACCT CREATEDATE #20230412T203555.007 GMT
NFCU-Data-ACCT,CreditBureauPage,Page,NFCU-Data-ACCT-CreditBureau,Text,NFCU-Data-Account:01-01-04,2022-05-25 21:02:48.320,ronny martinez calderon,RULE-OBJ-PROPERTY NFCU-DATA-ACCT CREDITBUREAUPAGE #20220525T210248.320 GMT
NFCU-Data-ACCT,Number,String,NULL,Text,NFCU-Data-Account:01-01-01,2020-12-28 21:49:32.040,ronny martinez calderon,RULE-OBJ-PROPERTY NFCU-DATA-ACCT NUMBER #20201228T214932.040 GMT
NFCU-Data-ACCT,FeesOrChargesPageList,PageList,NFCU-Data-ACCT-Fees,Text,NFCU-Data-Account:01-01-22,2023-04-24 21:20:53.977,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT FEESORCHARGESPAGELIST #20230424T212053.978 GMT
NFCU-Data-ACCT,OfferCode,String,NULL,Text,NFCU-Data-Account:01-01-15,2023-02-15 22:52:02.050,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT OFFERCODE #20230215T225202.051 GMT
NFCU-Data-ACCT,ProductType,String,NULL,Text,NFCU-Data-Account:01-01-15,2023-02-15 22:52:03.383,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT PRODUCTTYPE #20230215T225203.382 GMT
NFCU-Data-ACCT,Name,String,NULL,Text,NFCU-Data-Account:01-01-01,2020-12-28 21:49:31.183,ronny martinez calderon,RULE-OBJ-PROPERTY NFCU-DATA-ACCT NAME #20201228T214931.183 GMT
NFCU-Data-ACCT,LastActivityPageList,PageList,NFCU-Data-EVNT-FIN-TXN-Type-Len,Text,NFCU-Data-Account:01-01-12,2023-01-13 20:09:40.297,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT LASTACTIVITYPAGELIST #20230113T200940.296 GMT
NFCU-Data-ACCT,FeesOrChargesPage,Page,NFCU-Data-ACCT-Fees,Text,NFCU-Data-Account:01-01-10,2022-12-20 18:55:39.353,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT FEESORCHARGESPAGE #20221220T185539.354 GMT
NFCU-Data-ACCT,DueDate,String,NULL,Date,NFCU-Data-Account:01-01-10,2022-12-20 18:55:38.537,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA-ACCT DUEDATE #20221220T185538.536 GMT
NFCU-Data,SOAResponseHeader,Page,NFCU-Data-Util-Interface-SOAService-Header,Text,NFCU-Data-Util:01-01-01,2020-11-16 16:59:21.913,Ram Boppudi,RULE-OBJ-PROPERTY NFCU-DATA SOARESPONSEHEADER #20201116T165921.912 GMT
NFCU-Data,CustomCodePageList,PageList,NFCU-Data-Util-CustomData,Text,NFCU-Data-Util:01-01-12,2023-04-07 18:38:00.203,Prashant Hegu,RULE-OBJ-PROPERTY NFCU-DATA CUSTOMCODEPAGELIST #20230407T183800.202 GMT
NFCU-Data,SequenceNumber,String,NULL,Text,NFCU:01-01-01,2021-08-05 23:42:31.350,Ganesh Sekar,RULE-OBJ-PROPERTY NFCU-DATA SEQUENCENUMBER #20210805T234231.350 GMT
NFCU-Data,TargetClassName,String,NULL,Text,NFCU-Utility-AppSetup:01-01-01,2021-09-22 16:43:20.260,Padma,RULE-OBJ-PROPERTY NFCU-DATA TARGETCLASSNAME #20210922T164320.260 GMT
NFCU-Data,SourceClassName,String,NULL,Text,NFCU-Utility-AppSetup:01-01-01,2021-09-22 16:43:19.983,Padma,RULE-OBJ-PROPERTY NFCU-DATA SOURCECLASSNAME #20210922T164319.984 GMT
NFCU-Data,AggrPropTargetClass,String,NULL,Text,NFCU-Utility-AppSetup:01-01-01,2021-09-22 16:43:19.703,Padma,RULE-OBJ-PROPERTY NFCU-DATA AGGRPROPTARGETCLASS #20210922T164319.704 GMT
NFCU-Data,AggrPropSourceClass,String,NULL,Text,NFCU-Utility-AppSetup:01-01-01,2021-09-22 16:43:19.413,Padma,RULE-OBJ-PROPERTY NFCU-DATA AGGRPROPSOURCECLASS #20210922T164319.414 GMT
NFCU-Data,AggrPropName,String,NULL,Text,NFCU-Utility-AppSetup:01-01-01,2021-09-22 16:43:19.057,Padma,RULE-OBJ-PROPERTY NFCU-DATA AGGRPROPNAME #20210922T164319.055 GMT
NFCU-Data,AggrPropEmbeddedPageClass,String,NULL,Text,NFCU-Utility-AppSetup:01-01-01,2021-09-22 16:43:18.623,Padma,RULE-OBJ-PROPERTY NFCU-DATA AGGRPROPEMBEDDEDPAGECLASS #20210922T164318.622 GMT
NFCU-Data,TestProp,String,NULL,Text,NFCU-Utility-AppSetup_Branch_ENT_TEST_Clone:01-01-01,2021-09-22 17:57:57.883,Padma,RULE-OBJ-PROPERTY NFCU-DATA TESTPROP #20210922T175757.882 GMT
NFCU,SubCategory,String,NULL,Text,NFCU:01-01-01,2021-05-17 19:47:54.377,veera_gadam@navyfederal.org,RULE-OBJ-PROPERTY NFCU SUBCATEGORY #20210517T194754.377 GMT
NFCU,AccessNumber,String,NULL,Text,NFCU:01-01-04,2023-04-19 19:42:42.563,Fan Yang,RULE-OBJ-PROPERTY NFCU ACCESSNUMBER #20230419T194242.563 GMT
NFCU,AccountNumber,String,NULL,Text,NFCU:01-01-04,2023-04-19 19:43:44.970,Fan Yang,RULE-OBJ-PROPERTY NFCU ACCOUNTNUMBER #20230419T194344.971 GMT
NFCU,ID,String,NULL,Text,NFCU:01-01-01,2021-08-31 20:31:59.343,Ganesh Sekar,RULE-OBJ-PROPERTY NFCU ID #20210831T203159.343 GMT
NFCU,Category,String,NULL,Text,NFCU:01-01-01,2021-05-17 19:47:53.670,veera_gadam@navyfederal.org,RULE-OBJ-PROPERTY NFCU CATEGORY #20210517T194753.670 GMT
NFCU,AutomationStatus,String,NULL,Text,NFCU-Robotics:01-01-01,2020-07-21 21:04:19.823,Prashant R Hegu,RULE-OBJ-PROPERTY NFCU AUTOMATIONSTATUS #20200721T210321.272 GMT
NFCU,AutomationMessage,String,NULL,Text,NFCU-Robotics:01-01-01,2020-07-21 21:04:52.443,Prashant R Hegu,RULE-OBJ-PROPERTY NFCU AUTOMATIONMESSAGE #20200721T210439.702 GMT
NFCU,AutomationCount,String,NULL,Integer,NFCU-Robotics:01-01-01,2020-07-21 21:05:21.750,Prashant R Hegu,RULE-OBJ-PROPERTY NFCU AUTOMATIONCOUNT #20200721T210507.072 GMT
Data-,pyCreateDate,String,NULL,Date,Pega-ProcessArchitect:08-01-01,2018-07-13 14:07:01.887,Rahul Juluru,RULE-OBJ-PROPERTY DATA- PYCREATEDATE #20180713T140701.886 GMT
Data-,pxDataReferences,PageList,Embed-Reference-Data,Text,Pega-LP:08-01-01,2018-07-13 14:24:42.783,Saurabh Korgaonkar,RULE-OBJ-PROPERTY DATA- PXDATAREFERENCES #20180713T142442.783 GMT
Data-,pyIsPropositionFilterSimulation,String,NULL,TrueFalse,Pega-DecisionArchitect:08-04-01,2019-10-23 06:30:13.793,Girish Kamath,RULE-OBJ-PROPERTY DATA- PYISPROPOSITIONFILTERSIMULATION #20191023T063013.793 GMT
Data-,pyNotificationCategory,String,NULL,Text,Pega-DecisionArchitect:08-08-01,2022-06-27 14:28:13.793,Administrator,RULE-OBJ-PROPERTY DATA- PYNOTIFICATIONCATEGORY #20220531T100858.907 GMT
Data-,pySelectedAlertType,String,NULL,Text,Pega-DecisionArchitect:08-07-01,2021-09-15 16:01:56.777,Administrator,RULE-OBJ-PROPERTY DATA- PYSELECTEDALERTTYPE #20210915T160156.776 GMT
Data-,pyErrorMessage,String,NULL,Text,Pega-UIEngine:08-02-01,2018-11-22 08:58:01.717,Varas,RULE-OBJ-PROPERTY DATA- PYERRORMESSAGE #20181122T085801.716 GMT
Data-,pyContainsOnlyTables,String,NULL,Text,Pega-UIEngine:08-06-01,2020-10-14 12:47:50.957,Robin Loconto,RULE-OBJ-PROPERTY DATA- PYCONTAINSONLYTABLES #20201014T124750.956 GMT
Data-,pyEasierToConvert,String,NULL,Text,Pega-UIEngine:08-06-01,2020-10-14 12:47:50.963,Robin Loconto,RULE-OBJ-PROPERTY DATA- PYEASIERTOCONVERT #20201014T124750.963 GMT
Data-,pyRuleSetName,String,NULL,Text,Pega-UIEngine:08-01-01,2018-07-13 13:31:49.977,Vaibhav Sharma,RULE-OBJ-PROPERTY DATA- PYRULESETNAME #20180713T133149.976 GMT
Data-,pyHeartbeatInterval,String,NULL,Text,Pega-ProcessEngine:08-01-01,2018-07-13 13:29:03.617,Neeraj,RULE-OBJ-PROPERTY DATA- PYHEARTBEATINTERVAL #20180713T132903.617 GMT
Data-,pyIsModelBased,String,NULL,TrueFalse,Pega-ProcessEngine:08-03-01,2019-03-19 06:11:18.607,Chaithanya,RULE-OBJ-PROPERTY DATA- PYISMODELBASED #20190319T061118.607 GMT
Data-,pyWorkPollingInterval,String,NULL,Text,Pega-ProcessEngine:08-01-01,2018-07-13 13:29:03.623,Neeraj,RULE-OBJ-PROPERTY DATA- PYWORKPOLLINGINTERVAL #20180713T132903.623 GMT
Data-,pzCurrentLanguage,Page,Embed-Channel-Language,Text,Pega-ProcessEngine:08-07-01,2021-09-22 13:09:46.300,Krzysztof Topka,RULE-OBJ-PROPERTY DATA- PZCURRENTLANGUAGE #20210922T130946.299 GMT
Data-,pxInstanceCreatedVersion,String,NULL,Text,Pega-IntegrationEngine:08-01-01,2018-07-13 13:27:43.500,avads1,RULE-OBJ-PROPERTY DATA- PXINSTANCECREATEDVERSION #20180713T132743.501 GMT
Data-,pzTotalRulesWithNoPegaUnits,String,NULL,Integer,Pega-LP-Application:08-05-01,2020-04-14 04:50:52.757,Administrator,RULE-OBJ-PROPERTY DATA- PZTOTALRULESWITHNOPEGAUNITS #20200414T045052.755 GMT
Data-,pyApplicationList,PageList,Rule-Application,Text,Pega-LP-Application:08-01-01,2018-07-13 14:25:24.207,subbarao tatikonda,RULE-OBJ-PROPERTY DATA- PYAPPLICATIONLIST #20180713T142524.206 GMT
Data-,pzApplicationsIncluded,String,NULL,Text,Pega-LP-Application:08-01-01,2018-07-13 14:25:24.223,subbarao tatikonda,RULE-OBJ-PROPERTY DATA- PZAPPLICATIONSINCLUDED #20180713T142524.223 GMT
Data-,pzAppConfigHash,String,NULL,Text,Pega-LP-Application:08-01-01,2018-07-13 14:25:24.210,subbarao tatikonda,RULE-OBJ-PROPERTY DATA- PZAPPCONFIGHASH #20180713T142524.211 GMT
Data-,pyTagsInWorkPool,PageList,Data-Social-Tag,Text,Pega-LP-ProcessAndRules:08-01-01,2018-07-13 14:30:50.963,Harinath Chakrapani,RULE-OBJ-PROPERTY DATA- PYTAGSINWORKPOOL #20180713T143050.964 GMT
Data-,pxDataReferences,PageList,Embed-Reference-Data,Text,Pega-ProcessArchitect:08-01-01,2018-07-13 14:07:01.883,Saurabh Korgaonkar,RULE-OBJ-PROPERTY DATA- PXDATAREFERENCES #20180713T140701.882 GMT
Data-,pyNote,String,NULL,Text,Pega-ProCom:08-01-01,2018-07-13 13:18:55.400,Victor Khatutsky,RULE-OBJ-PROPERTY DATA- PYNOTE #20180713T131855.400 GMT
Data-,pyHistoryMemo,String,NULL,Text,Pega-ProCom:08-01-01,2018-07-13 13:18:55.397,Ravi,RULE-OBJ-PROPERTY DATA- PYHISTORYMEMO #20180713T131855.397 GMT
Data-,pyFileAttachment,PageList,Data-WorkAttach-File,Text,Pega-ProCom:08-01-01,2018-07-13 13:18:55.393,Prashant,RULE-OBJ-PROPERTY DATA- PYFILEATTACHMENT #20180713T131855.394 GMT
Data-,pyCountryName,String,NULL,Text,Pega-ProCom:08-01-01,2018-07-13 13:18:55.390,Victor Khatutsky,RULE-OBJ-PROPERTY DATA- PYCOUNTRYNAME #20180713T131855.391 GMT
Data-,pyCountry,String,NULL,Text,Pega-ProCom:08-01-01,2018-07-13 13:18:55.387,Victor Khatutsky,RULE-OBJ-PROPERTY DATA- PYCOUNTRY #20180713T131855.388 GMT
Data-,pyCorrPreferences,StringList,NULL,Text,Pega-ProCom:08-01-01,2018-07-13 13:18:55.383,Victor Khatutsky,RULE-OBJ-PROPERTY DATA- PYCORRPREFERENCES #20180713T131855.384 GMT
Data-,pyAddresses,PageGroup,Data-Address,NULL,Pega-ProCom:08-01-01,2018-07-13 13:18:55.383,Victor Khatutsky,RULE-OBJ-PROPERTY DATA- PYADDRESSES #20180713T131855.382 GMT
Data-,pyEmailAddress,String,NULL,Text,Pega-RULES:08-01-01,2018-07-13 13:12:25.763,Bhargav,RULE-OBJ-PROPERTY DATA- PYEMAILADDRESS #20180713T131225.764 GMT
Data-,pyFileSource,String,NULL,Text,Pega-RULES:08-01-01,2018-07-13 13:12:25.770,Raghav Baleedpalli,RULE-OBJ-PROPERTY DATA- PYFILESOURCE #20180713T131225.769 GMT
Data-,pyIdentityMapping,String,NULL,Text,Pega-RULES:08-01-01,2018-07-13 13:12:25.777,Divya,RULE-OBJ-PROPERTY DATA- PYIDENTITYMAPPING #20180713T131225.777 GMT
Data-,pyEditMode,String,NULL,TrueFalse,Pega-RulesEngine:08-02-01,2018-11-22 08:58:01.640,Varas,RULE-OBJ-PROPERTY DATA- PYEDITMODE #20181122T085801.640 GMT
Data-,pxMigrationRecordID,String,NULL,Integer,Pega-DecisionEngine:08-03-01,2019-04-11 07:10:12.347,Girish Kamath,RULE-OBJ-PROPERTY DATA- PXMIGRATIONRECORDID #20190411T071012.348 GMT
Data-,pxPegaSummaries,PageList,Data-pxStrategyResult,Text,Pega-DecisionEngine:08-08-01,2022-06-01 22:34:10.767,Gareth Collins,RULE-OBJ-PROPERTY DATA- PXPEGASUMMARIES #20220601T223410.768 GMT
Data-,pxCollectSimulationSample,String,Data-pxStrategyResult,TrueFalse,Pega-DecisionEngine:08-08-01,2022-06-01 22:33:48.977,Gareth Collins,RULE-OBJ-PROPERTY DATA- PXCOLLECTSIMULATIONSAMPLE #20220601T223348.978 GMT
Data-,pyDPCircumstanceValue,String,NULL,Text,Pega-DecisionEngine:08-04-01,2019-10-22 06:44:04.910,Girish Kamath,RULE-OBJ-PROPERTY DATA- PYDPCIRCUMSTANCEVALUE #20191022T064404.909 GMT
Data-,pyDirection,String,NULL,Text,Pega-DecisionScience:08-03-01,2019-04-12 10:18:04.757,Ajay Ramesh,RULE-OBJ-PROPERTY DATA- PYDIRECTION #20190412T101804.758 GMT
Data-,pyCustomThreshold,String,NULL,Integer,Pega-DecisionScience:08-07-01,2021-10-06 14:55:10.407,Administrator,RULE-OBJ-PROPERTY DATA- PYCUSTOMTHRESHOLD #20211006T145510.407 GMT
Data-,pyGroup,String,NULL,Text,Pega-DecisionScience:08-03-01,2019-04-17 08:43:16.227,Ajay Ramesh,RULE-OBJ-PROPERTY DATA- PYGROUP #20190417T084316.225 GMT
Data-,pyInputMedianThreshold,String,NULL,Integer,Pega-DecisionScience:08-07-01,2021-10-14 14:11:55.543,Administrator,RULE-OBJ-PROPERTY DATA- PYINPUTMEDIANTHRESHOLD #20211014T141155.544 GMT
Data-,pyInputP90Threshold,String,NULL,Integer,Pega-DecisionScience:08-07-01,2021-10-06 14:55:10.417,Administrator,RULE-OBJ-PROPERTY DATA- PYINPUTP90THRESHOLD #20211006T145510.417 GMT
Data-,pyIssue,String,NULL,Text,Pega-DecisionScience:08-03-01,2019-04-12 10:18:04.767,Ajay Ramesh,RULE-OBJ-PROPERTY DATA- PYISSUE #20190412T101804.766 GMT
Data-,pyInputP10Threshold,String,NULL,Integer,Pega-DecisionScience:08-07-01,2021-10-06 14:55:10.413,Administrator,RULE-OBJ-PROPERTY DATA- PYINPUTP10THRESHOLD #20211006T145510.412 GMT
Data-,pyOutputP90Threshold,String,NULL,Integer,Pega-DecisionScience:08-07-01,2021-10-06 14:55:10.437,Administrator,RULE-OBJ-PROPERTY DATA- PYOUTPUTP90THRESHOLD #20211006T145510.435 GMT
Data-,pyOutputMedianThreshold,String,NULL,Integer,Pega-DecisionScience:08-07-01,2021-10-06 14:55:10.427,Administrator,RULE-OBJ-PROPERTY DATA- PYOUTPUTMEDIANTHRESHOLD #20211006T145510.428 GMT
Data-,pyVlineDashed,String,NULL,Text,Pega-DecisionScience:08-01-01,2018-07-13 14:35:39.323,Sandeep Rao,RULE-OBJ-PROPERTY DATA- PYVLINEDASHED #20180713T143539.324 GMT
Data-,pyVline,String,NULL,Text,Pega-DecisionScience:08-01-01,2018-07-13 14:35:39.320,Sandeep Rao,RULE-OBJ-PROPERTY DATA- PYVLINE #20180713T143539.320 GMT
Data-,pzMarkedAsSimulation,String,NULL,TrueFalse,Pega-DecisionSimulation:08-08-01,2022-07-20 11:40:10.137,Girish Kamath,RULE-OBJ-PROPERTY DATA- PZMARKEDASSIMULATION #20220720T114010.137 GMT
Data-,pxRuleReferences,PageList,Embed-Reference-Rule,Text,Pega-Desktop:08-01-01,2018-07-13 13:50:20.360,David Casavant,RULE-OBJ-PROPERTY DATA- PXRULEREFERENCES #20180713T135020.361 GMT
Data-,pyIsTagged,String,NULL,TrueFalse,Pega-Desktop:08-01-01,2018-07-13 13:50:20.373,Hemanth Garlapati,RULE-OBJ-PROPERTY DATA- PYISTAGGED #20180713T135020.372 GMT
Data-,pyHistoryObject,String,NULL,TrueFalse,Pega-Desktop:08-01-01,2018-07-13 13:50:20.367,Vikas Sharma,RULE-OBJ-PROPERTY DATA- PYHISTORYOBJECT #20180713T135020.366 GMT
Data-,pyPublishPipelinesError,String,NULL,Text,Pega-DevOps-Foundation:05-01-01,2020-03-27 12:17:39.103,Alex Newman,RULE-OBJ-PROPERTY DATA- PYPUBLISHPIPELINESERROR #20200327T121739.103 GMT
Data-,pyPublishPipelineEmptyError,String,NULL,Text,Pega-DevOps-Foundation:05-01-01,2020-03-27 12:17:39.097,David Picariello,RULE-OBJ-PROPERTY DATA- PYPUBLISHPIPELINEEMPTYERROR #20200327T121739.098 GMT
Data-,pyTestSuiteID,String,NULL,Text,Pega-AutoTest:08-01-01,2018-07-13 14:21:37.740,Udaykumar Rathkantwar,RULE-OBJ-PROPERTY DATA- PYTESTSUITEID #20180713T142137.740 GMT
Data-,pyEndTime,String,NULL,DateTime,Pega-AutoTest:08-01-01,2018-07-13 14:21:37.730,Udaykumar Rathkantwar,RULE-OBJ-PROPERTY DATA- PYENDTIME #20180713T142137.731 GMT
Data-,pxAppFilterPreference,Page,PegaGadget-Filter,Text,Pega-Gadgets:08-01-01,2018-07-13 13:33:58.380,Saurabh Korgaonkar,RULE-OBJ-PROPERTY DATA- PXAPPFILTERPREFERENCE #20180713T133358.379 GMT
Data-,pxAttachName,String,NULL,Text,Pega-IntegrationArchitect:08-01-01,2018-07-13 13:57:56.310,Zach Greenhalge,RULE-OBJ-PROPERTY DATA- PXATTACHNAME #20180713T135756.310 GMT
